电信专区,#genre#
河南卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226947/index.m3u8
河南卫视,http://223.110.246.68/ott.js.chinamobile.com/PLTV/4/224/3221225815/index.m3u8
浙江卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225934/index.m3u8
浙江卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221227692/index.m3u8
海南卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227000/index.m3u8
海南卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221225810/index.m3u8
海峡卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8
湖北卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225948/index.m3u8
湖北卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226993/index.m3u8
湖北卫视,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227703/index.m3u8
湖南卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226935/index.m3u8
湖南卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221227698/index.m3u8
贵州卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227060/index.m3u8
贵州卫视,http://223.110.246.69/ott.js.chinamobile.com/PLTV/4/224/3221225787/index.m3u8
辽宁卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226881/index.m3u8
辽宁卫视,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227700/index.m3u8
重庆卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225949/index.m3u8
重庆卫视,http://223.110.246.78/ott.js.chinamobile.com/PLTV/4/224/3221227632/index.m3u8
黑龙江卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225940/index.m3u8
黑龙江卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227056/index.m3u8
黑龙江卫视,http://223.110.248.16/ott.js.chinamobile.com/PLTV/4/224/3221227753/index.m3u8
深圳卫视,http://223.110.246.71/ott.js.chinamobile.com/PLTV/4/224/3221227695/index.m3u8
天津卫视,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227756/index.m3u8
东南卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8
甘肃卫视,http://223.110.246.66/ott.js.chinamobile.com/PLTV/4/224/3221225846/index.m3u8
广西卫视,http://223.110.246.66/ott.js.chinamobile.com/PLTV/4/224/3221225806/index.m3u8
吉林卫视,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221225883/index.m3u8
内蒙古卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221225836/index.m3u8
宁夏卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221225842/index.m3u8
山西卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221225786/index.m3u8
陕西卫视,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227022/index.m3u8
西藏卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221226376/index.m3u8
新疆卫视,http://223.110.246.71/ott.js.chinamobile.com/PLTV/4/224/3221225844/index.m3u8
青海卫视,http://223.110.246.69/ott.js.chinamobile.com/PLTV/4/224/3221225783/index.m3u8
厦门卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221226996/index.m3u8
云南卫视,http://223.110.246.66/ott.js.chinamobile.com/PLTV/4/224/3221225838/index.m3u8
兵团卫视,http://223.110.246.66/ott.js.chinamobile.com/PLTV/4/224/3221227025/index.m3u8
南方卫视,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227005/index.m3u8
移动专区1,#genre#
CCTV-1HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8
CCTV-1HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8
CCTV-1HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8
CCTV-2HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV-2HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV-2HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV-3HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV-4HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV-4HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV-5HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV-6HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV-7HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV-7HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV-8HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV-9HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV-9HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CCTV-10HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8
CCTV-10HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8
CCTV-11HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226334/1.m3u8
CCTV-11HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8
CCTV-12HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226228/1.m3u8
CCTV-12HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8
CCTV-13HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV-14HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8
CCTV-14HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8
CCTV-15HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8
CCTV-15HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV-5+HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV-5+HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8
CCTV-5+HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8
CCTV-17HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV-17HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8
中国教育1HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
东南卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
东方卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8
东方卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8
东方卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8
北京卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
北京卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8
北京卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8
天津卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226246/1.m3u8
天津卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
安徽卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
安徽卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
山东卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226501/1.m3u8
广东卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
江苏卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226242/1.m3u8
江苏卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226366/1.m3u8
江苏卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8
江西卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
河北卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
浙江卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226247/1.m3u8
浙江卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226365/1.m3u8
浙江卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226504/1.m3u8
深圳卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226245/1.m3u8
深圳卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226495/1.m3u8
湖北卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8
湖北卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226503/1.m3u8
湖南卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8
贵州卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
辽宁卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
黑龙江卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
北京冬奥纪实HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京卡酷少儿HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
北京影视HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京文艺HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京新闻HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京生活HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京科教HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226559/1.m3u8
北京财经HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京青年HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
凤凰中文HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8
移动专区2,#genre#
CCTV-1HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228809/index.m3u8
CCTV-1HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229818/index.m3u8
CCTV-1HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230713/01.m3u8?fmt=ts2hls
CCTV-2HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230716/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230740/index.m3u8
CCTV-3HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229875/index.m3u8
CCTV-4HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229749/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228645/index.m3u8
CCTV-5HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228965/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229791/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230734/index.m3u8
CCTV-6HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230685/index.m3u8
CCTV-6HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229870/index.m3u8
CCTV-8HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230737/index.m3u8
CCTV-13HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231193/01.m3u8?fmt=ts2hls
CCTV-13HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230877/01.m3u8?fmt=ts2hls
CCTV-14HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230701/01.m3u8?fmt=ts2hls
CCTV-15HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230658/01.m3u8?fmt=ts2hls
CCTV-5+HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228822/index.m3u8
CCTV-5+HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229684/01.m3u8?fmt=ts2hls
CCTV-17HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229765/index.m3u8
CCTV-4K,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/01.m3u8?fmt=ts2hls
百视通4K,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229311/01.m3u8?fmt=ts2hls
SiTV欢笑剧场4K,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230739/index.m3u8
咪咕体育4K,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230373/index.m3u8凤凰中文HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8
凤凰资讯HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8
东南卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231261/01.m3u8?fmt=ts2hls
东方卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231175/01.m3u8?fmt=ts2hls
东方卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230689/01.m3u8?fmt=ts2hls
北京卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228321/01.m3u8?fmt=ts2hls
北京卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230704/01.m3u8?fmt=ts2hls
吉林卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231289/01.m3u8?fmt=ts2hls
四川卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231298/01.m3u8?fmt=ts2hls
天津卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228818/index.m3u8
安徽卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230707/01.m3u8?fmt=ts2hls
山东卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228834/index.m3u8
山东卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230652/01.m3u8?fmt=ts2hls
广东卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230661/01.m3u8?fmt=ts2hls
广西卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231292/01.m3u8?fmt=ts2hls
江苏卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228821/index.m3u8
江苏卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230698/01.m3u8?fmt=ts2hls
江西卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/01.m3u8?fmt=ts2hls
河北卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231270/01.m3u8?fmt=ts2hls
河南卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231264/01.m3u8?fmt=ts2hls
浙江卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228837/index.m3u8
浙江卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230035/index.m3u8
深圳卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230676/01.m3u8?fmt=ts2hls
湖北卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228815/index.m3u8
湖北卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230670/01.m3u8?fmt=ts2hls
湖南卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228824/index.m3u8
湖南卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230695/01.m3u8?fmt=ts2hls
贵州卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231267/01.m3u8?fmt=ts2hls
辽宁卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230692/01.m3u8?fmt=ts2hls
黑龙江卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228827/index.m3u8
黑龙江卫视HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/01.m3u8?fmt=ts2hls
求索动物HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/01.m3u8?fmt=ts2hls
求索生活HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/01.m3u8?fmt=ts2hls
求索科学HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索纪录HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/01.m3u8?fmt=ts2hls
Y+频道HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/01.m3u8?fmt=ts2hls
Y+频道HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230226/index.m3u8
iHot爱喜剧HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/01.m3u8?fmt=ts2hls
iHot爱浪漫HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/01.m3u8?fmt=ts2hls
iHot爱科幻HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/01.m3u8?fmt=ts2hls
iHot爱院线HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/01.m3u8?fmt=ts2hls
iHot爱世界HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
iHot爱体育HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
iHot爱体育HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
iHot爱军武HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
iHot爱动漫HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
iHot爱历史HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
iHot爱奇谈HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
iHot爱娱乐HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
iHot爱家庭HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
iHot爱幼教HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
iHot爱怀旧HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
iHot爱悬疑HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
iHot爱探索HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
iHot爱旅行HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
iHot爱时尚HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
iHot爱江湖HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
iHot爱猎奇HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
iHot爱玩具HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
iHot爱电竞HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
iHot爱科学HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
iHot爱经典HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
iHot爱美食HD,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
